"","time","particle","mass","x","y","z","vx","vy","vz","px","py","pz","ke","pe","te"
"1",0,"m1",1,1,0,0,0,0,0,0,0,0,0,0,0
"21",0.1,"m1",1,0.998546,0,-0.053915,-0.048058,0,-0.979225,-0.048058,0,-0.979225,0.4805955859945,-0.52890615,-0.0483105640054999
"41",0.2,"m1",1,0.978966,0,-0.204022,-0.378992,0,-1.911609,-0.378992,0,-1.911609,1.8989419524725,-2.00145582,-0.102513867527501
"61",0.3,"m1",1,0.899916,0,-0.436063,-1.209862,0,-2.590563,-1.209862,0,-2.590563,4.0873913580065,-4.27777803,-0.1903866719935
"81",0.4,"m1",1,0.710532,0,-0.703665,-2.497416,0,-2.614682,-2.497416,0,-2.614682,6.53682431909,-6.90295365,-0.366129330910001
"101",0.5,"m1",1,0.389129,0,-0.921183,-3.73511,0,-1.668631,-3.73511,0,-1.668631,8.3676880631305,-9.03680523,-0.6691171668695
"121",0.6,"m1",1,-0.017906,0,-0.99984,-4.183728,0,-0.012605,-4.183728,0,-0.012605,8.7518694320045,-9.8084304,-1.0565609679955
"141",0.7,"m1",1,-0.410259,0,-0.911969,-3.570261,0,1.523506,-3.570261,0,1.523506,7.5339170700785,-8.94641589,-1.4124988199215
"161",0.8,"m1",1,-0.702641,0,-0.711545,-2.359944,0,2.255528,-2.359944,0,2.255528,5.32837112096,-6.98025645,-1.65188532904
"181",0.9,"m1",1,-0.873286,0,-0.487208,-1.219596,0,2.124455,-1.219596,0,2.124455,3.0003617251205,-4.77951048,-1.7791487548795
"201",1,"m1",1,-0.951218,0,-0.308518,-0.48529,0,1.45797,-0.48529,0,1.45797,1.1805914525,-3.02656158,-1.8459701275
"221",1.1,"m1",1,-0.977582,0,-0.210557,-0.124847,0,0.571516,-0.124847,0,0.571516,0.1711086558325,-2.06556417,-1.8944555141675
"241",1.2,"m1",1,-0.978752,0,-0.205049,0.076458,0,-0.368406,0.076458,0,-0.368406,0.0707844033,-2.01153069,-1.9407462867
"261",1.3,"m1",1,-0.95634,0,-0.292258,0.379132,0,-1.270695,0.379132,0,-1.270695,0.8792034282245,-2.86705098,-1.9878475517755
"281",1.4,"m1",1,-0.887292,0,-0.461209,1.004722,0,-1.986655,1.004722,0,-1.986655,2.4781321931545,-4.52446029,-2.0463280968455
"301",1.5,"m1",1,-0.734289,0,-0.678837,2.005897,0,-2.236218,2.005897,0,-2.236218,4.5121468590665,-6.65939097,-2.1472441109335
"321",1.6,"m1",1,-0.471982,0,-0.881608,3.104406,0,-1.733695,3.104406,0,-1.733695,6.3215174829305,-8.64857448,-2.3270569970695
"341",1.7,"m1",1,-0.120176,0,-0.992753,3.746626,0,-0.525632,3.746626,0,-0.525632,7.15674769165,-9.73890693,-2.58215923835
"361",1.8,"m1",1,0.250621,0,-0.968085,3.546264,0,0.849387,3.546264,0,0.849387,6.6487233167325,-9.49691385,-2.8481905332675
"381",1.9,"m1",1,0.560472,0,-0.828174,2.665904,0,1.742919,2.665904,0,1.742919,5.0724053888885,-8.12438694,-3.0519815511115
"401",2,"m1",1,0.768684,0,-0.639629,1.616812,0,1.894535,1.616812,0,1.894535,3.1016719547845,-6.27476049,-3.1730885352155
"421",2.1,"m1",1,0.882386,0,-0.470526,0.792792,0,1.457486,0.792792,0,1.457486,1.37639229773,-4.61586006,-3.23946776227
"441",2.2,"m1",1,0.931228,0,-0.364436,0.28006,0,0.707678,0.28006,0,0.707678,0.289620877642,-3.57511716,-3.285496282358
"461",2.3,"m1",1,0.940218,0,-0.340572,-0.054388,0,-0.150524,-0.054388,0,-0.150524,0.01280776456,-3.34101132,-3.32820355544
"481",2.4,"m1",1,0.91556,0,-0.402182,-0.425789,0,-0.983584,-0.425789,0,-0.983584,0.5743668787885,-3.94540542,-3.3710385412115
"501",2.5,"m1",1,0.842417,0,-0.538825,-1.025146,0,-1.637377,-1.025146,0,-1.637377,1.8659638807225,-5.28587325,-3.4199093692775
"521",2.6,"m1",1,0.693611,0,-0.72035,-1.900239,0,-1.879282,-1.900239,0,-1.879282,3.5713045463225,-7.0666335,-3.4953289536775
"541",2.7,"m1",1,0.451004,0,-0.892522,-2.835888,0,-1.490513,-2.835888,0,-1.490513,5.1319448758565,-8.75564082,-3.6236959441435
"561",2.8,"m1",1,0.131408,0,-0.991328,-3.402497,0,-0.510734,-3.402497,0,-0.510734,5.9189175268825,-9.72492768,-3.8060101531175
"581",2.9,"m1",1,-0.208218,0,-0.978082,-3.282836,0,0.641667,-3.282836,0,0.641667,5.5943743708925,-9.59498442,-4.0006100491075
"601",3,"m1",1,-0.500779,0,-0.865575,-2.570392,0,1.437006,-2.570392,0,1.437006,4.33595063885,-8.49129075,-4.15534011115
"621",3.1,"m1",1,-0.707467,0,-0.706746,-1.655429,0,1.619183,-1.655429,0,1.619183,2.681099380765,-6.93317826,-4.252078879235
"641",3.2,"m1",1,-0.828166,0,-0.560483,-0.87442,0,1.270808,-0.87442,0,1.270808,1.189781654632,-5.49833823,-4.308556575368
"661",3.3,"m1",1,-0.883753,0,-0.467955,-0.326971,0,0.612349,-0.326971,0,0.612349,0.240940666321,-4.59063855,-4.349697883679
"681",3.4,"m1",1,-0.893528,0,-0.449007,0.081296,0,-0.162147,0.081296,0,-0.162147,0.0164503446125,-4.40475867,-4.3883083253875
"701",3.5,"m1",1,-0.862033,0,-0.506851,0.524562,0,-0.902912,0.524562,0,-0.902912,0.545207685794,-4.97220831,-4.427000624206
"721",3.6,"m1",1,-0.77707,0,-0.629415,1.148579,0,-1.445094,1.148579,0,-1.445094,1.7037651940385,-6.17456115,-4.4707959559615
"741",3.7,"m1",1,-0.618633,0,-0.78568,1.959106,0,-1.582944,1.959106,0,-1.582944,3.171904013186,-7.7075208,-4.535616786814
"761",3.8,"m1",1,-0.378004,0,-0.925804,2.742512,0,-1.167749,2.742512,0,-1.167749,4.4425048985725,-9.08213724,-4.6396323414275
"781",3.9,"m1",1,-0.076969,0,-0.997033,3.148995,0,-0.293256,3.148995,0,-0.293256,5.0010842957805,-9.78089373,-4.7798094342195
"801",4,"m1",1,0.232736,0,-0.97254,2.965662,0,0.662233,2.965662,0,0.662233,4.6168518222665,-9.5406174,-4.9237655777335
"821",4.1,"m1",1,0.495864,0,-0.8684,2.309056,0,1.278383,2.309056,0,1.278383,3.4830013529125,-8.519004,-5.0360026470875
"841",4.2,"m1",1,0.682209,0,-0.731157,1.500048,0,1.371378,1.500048,0,1.371378,2.065410810594,-7.17265017,-5.107239359406
"861",4.3,"m1",1,0.792063,0,-0.610439,0.796102,0,1.019266,0.796102,0,1.019266,0.83634078658,-5.98840659,-5.15206580342
"881",4.4,"m1",1,0.841145,0,-0.540809,0.26312,0,0.40707,0.26312,0,0.40707,0.11746905965,-5.30533629,-5.18786723035
"901",4.5,"m1",1,0.842675,0,-0.538422,-0.185201,0,-0.29096,-0.185201,0,-0.29096,0.0594785660005,-5.28191982,-5.2224412539995
"921",4.6,"m1",1,0.79743,0,-0.603411,-0.689079,0,-0.921616,-0.689079,0,-0.921616,0.6621029598485,-5.91946191,-5.2573589501515
"941",4.7,"m1",1,0.693977,0,-0.719997,-1.340472,0,-1.316543,-1.340472,0,-1.316543,1.7650753268165,-7.06317057,-5.2980952431835
"961",4.8,"m1",1,0.518919,0,-0.854824,-2.087664,0,-1.30273,-2.087664,0,-1.30273,3.027723214898,-8.38582344,-5.358100225102
"981",4.9,"m1",1,0.273917,0,-0.961753,-2.704507,0,-0.811723,-2.704507,0,-0.811723,3.986626170889,-9.43479693,-5.448170759111
"1001",5,"m1",1,-0.012304,0,-0.999924,-2.915296,0,-0.006625,-2.915296,0,-0.006625,4.2494973291205,-9.80925444,-5.5597571108795
"1021",5.1,"m1",1,-0.29141,0,-0.956598,-2.619204,0,0.759024,-2.619204,0,0.759024,3.718173513096,-9.38422638,-5.666052866904
"1041",5.2,"m1",1,-0.519672,0,-0.854366,-1.97537,0,1.170673,-1.97537,0,1.170673,2.6362809549145,-8.38133046,-5.7450495050855
"1061",5.3,"m1",1,-0.677078,0,-0.735912,-1.251293,0,1.131913,-1.251293,0,1.131913,1.423480605709,-7.21929672,-5.795816114291
"1081",5.4,"m1",1,-0.766628,0,-0.642092,-0.62458,0,0.738435,-0.62458,0,0.738435,0.4676932128125,-6.29892252,-5.8312293071875
"1101",5.5,"m1",1,-0.800379,0,-0.599494,-0.11556,0,0.153973,-0.11556,0,0.153973,0.0185308991645,-5.88103614,-5.8625052408355
"1121",5.6,"m1",1,-0.785854,0,-0.618411,0.362666,0,-0.463664,0.362666,0,-0.463664,0.173255466226,-6.06661191,-5.893356443774
"1141",5.7,"m1",1,-0.720135,0,-0.693834,0.914785,0,-0.962165,0.914785,0,-0.962165,0.881296541725,-6.80651154,-5.925214998275
"1161",5.8,"m1",1,-0.593185,0,-0.805066,1.571447,0,-1.181879,1.571447,0,-1.181879,1.933141822225,-7.89769746,-5.964555637775
"1181",5.9,"m1",1,-0.399327,0,-0.916809,2.223066,0,-1.000697,2.223066,0,-1.000697,2.9717084630825,-8.99389629,-6.0221878269175
"1201",6,"m1",1,-0.150921,0,-0.988546,2.645384,0,-0.440247,2.645384,0,-0.440247,3.5959369642325,-9.69763626,-6.1016992957675
"1221",6.1,"m1",1,0.117676,0,-0.993052,2.6506,0,0.278329,2.6506,0,0.278329,3.5515736961205,-9.74184012,-6.1902664238795
"1241",6.2,"m1",1,0.363164,0,-0.931725,2.243735,0,0.843717,2.243735,0,0.843717,2.873102563157,-9.14022225,-6.267119686843
"1261",6.3,"m1",1,0.553641,0,-0.832756,1.611055,0,1.048888,1.611055,0,1.048888,1.8478321247845,-8.16933636,-6.3215042352155
"1281",6.4,"m1",1,0.678562,0,-0.734543,0.962233,0,0.877356,0.962233,0,0.877356,0.8478229485125,-7.20586683,-6.3580438814875
"1301",6.5,"m1",1,0.743087,0,-0.669195,0.400272,0,0.441815,0.400272,0,0.441815,0.1777090841045,-6.56480295,-6.3870938658955
"1321",6.6,"m1",1,0.755673,0,-0.654949,-0.093979,0,-0.10859,-0.093979,0,-0.10859,0.0103119202705,-6.42504969,-6.4147377697295
"1341",6.7,"m1",1,0.718819,0,-0.695197,-0.601386,0,-0.627252,-0.601386,0,-0.627252,0.37755509625,-6.81988257,-6.44232747375
"1361",6.8,"m1",1,0.627383,0,-0.778711,-1.182272,0,-0.967505,-1.182272,0,-0.967505,1.1669165035045,-7.63915491,-6.4722384064955
"1381",6.9,"m1",1,0.474891,0,-0.880045,-1.802676,0,-0.996871,-1.802676,0,-0.996871,2.1216962758085,-8.63324145,-6.5115451741915
"1401",7,"m1",1,0.264887,0,-0.964279,-2.31143,0,-0.664944,-2.31143,0,-0.664944,2.892429584018,-9.45957699,-6.567147405982
"1421",7.1,"m1",1,0.019296,0,-0.999814,-2.517492,0,-0.080313,-2.517492,0,-0.080313,3.1721080740165,-9.80817534,-6.6360672659835
"1441",7.2,"m1",1,-0.225443,0,-0.974256,-2.333599,0,0.510708,-2.333599,0,0.510708,2.8532534770325,-9.55745136,-6.7041978829675
"1461",7.3,"m1",1,-0.433816,0,-0.901002,-1.846939,0,0.866174,-1.846939,0,0.866174,2.0807205339985,-8.83882962,-6.7581090860015
"1481",7.4,"m1",1,-0.585405,0,-0.810741,-1.240461,0,0.881409,-1.240461,0,0.881409,1.157812658901,-7.95336921,-6.795556551099
"1501",7.5,"m1",1,-0.676927,0,-0.73605,-0.65882,0,0.600502,-0.65882,0,0.600502,0.397323222202,-7.2206505,-6.823327277798
"1521",7.6,"m1",1,-0.713955,0,-0.700191,-0.142282,0,0.144784,-0.142282,0,0.144784,0.02060328709,-6.86887371,-6.84827042291
"1541",7.7,"m1",1,-0.701106,0,-0.713057,0.351704,0,-0.347524,0.351704,0,-0.347524,0.122234317096,-6.99508917,-6.872854852904
"1561",7.8,"m1",1,-0.637169,0,-0.770724,0.88318,0,-0.738739,0.88318,0,-0.738739,0.6628711112605,-7.56080244,-6.8979313287395
"1581",7.9,"m1",1,-0.517344,0,-0.855777,1.458664,0,-0.898961,1.458664,0,-0.898961,1.4679157722085,-8.39517237,-6.9272565977915
"1601",8,"m1",1,-0.341382,0,-0.939925,1.987664,0,-0.745899,1.987664,0,-0.745899,2.2535867475485,-9.22066425,-6.9670775024515
"1621",8.1,"m1",1,-0.122518,0,-0.992466,2.309979,0,-0.312537,2.309979,0,-0.312537,2.716841178405,-9.73609146,-7.019250281595
"1641",8.2,"m1",1,0.110909,0,-0.993831,2.300771,0,0.229863,2.300771,0,0.229863,2.673192096605,-9.74948211,-7.076290013395
"1661",8.3,"m1",1,0.32496,0,-0.945728,1.968556,0,0.653665,1.968556,0,0.653665,2.1512453286805,-9.27759168,-7.1263463513195
"1681",8.4,"m1",1,0.493885,0,-0.869527,1.444254,0,0.804609,1.444254,0,0.804609,1.3666326296985,-8.53005987,-7.1634272403015
"1701",8.5,"m1",1,0.607042,0,-0.794669,0.878047,0,0.663116,0.878047,0,0.663116,0.6053446818325,-7.79570289,-7.1903582081675
"1721",8.6,"m1",1,0.665419,0,-0.74647,0.350433,0,0.310913,0.350433,0,0.310913,0.109735090529,-7.3228707,-7.213135609471
"1741",8.7,"m1",1,0.673246,0,-0.739419,-0.142225,0,-0.129748,-0.142225,0,-0.129748,0.0185312470645,-7.25370039,-7.2351691429355
"1761",8.8,"m1",1,0.631645,0,-0.775258,-0.644684,0,-0.529749,-0.644684,0,-0.529749,0.3481257314285,-7.60528098,-7.2571552485715
"1781",8.9,"m1",1,0.537927,0,-0.842991,-1.180188,0,-0.764829,-1.180188,0,-0.764829,0.9889035572925,-8.26974171,-7.2808381527075
"1801",9,"m1",1,0.390758,0,-0.920493,-1.700148,0,-0.740408,-1.700148,0,-0.740408,1.719353614184,-9.03003633,-7.310682715816
"1821",9.1,"m1",1,0.198007,0,-0.980201,-2.081896,0,-0.44367,-2.081896,0,-0.44367,2.265567011858,-9.61577181,-7.350204798142
"1841",9.2,"m1",1,-0.019034,0,-0.999819,-2.196167,0,0.017688,-2.196167,0,0.017688,2.4117311786165,-9.80822439,-7.3964932113835
"1861",9.3,"m1",1,-0.230333,0,-0.973112,-2.001577,0,0.452132,-2.001577,0,0.452132,2.1053669161765,-9.54622872,-7.4408618038235
"1881",9.4,"m1",1,-0.408427,0,-0.912791,-1.5755,0,0.68876,-1.5755,0,0.68876,1.4782952938,-8.95447971,-7.4761844162
"1901",9.5,"m1",1,-0.53743,0,-0.843308,-1.051087,0,0.660706,-1.051087,0,0.660706,0.7706581500025,-8.27285148,-7.5021933299975
"1921",9.6,"m1",1,-0.613571,0,-0.789639,-0.528841,0,0.408098,-0.528841,0,0.408098,0.2231083904425,-7.74635859,-7.5232501995575
"1941",9.7,"m1",1,-0.63921,0,-0.769032,-0.037072,0,0.030799,-0.037072,0,0.030799,0.0011614557925,-7.54420392,-7.5430424642075
"1961",9.8,"m1",1,-0.61632,0,-0.787496,0.448187,0,-0.352832,0.448187,0,-0.352832,0.1626810035965,-7.72533576,-7.5626547564035
"1981",9.9,"m1",1,-0.543928,0,-0.839132,0.952526,0,-0.625166,0.952526,0,-0.625166,0.649069154116,-8.23188492,-7.582815765884
"2001",10,"m1",1,-0.420835,0,-0.907137,1.453093,0,-0.688363,1.453093,0,-0.688363,1.292661443209,-8.89901397,-7.606352526791
"2021",10.1,"m1",1,-0.251862,0,-0.967763,1.860262,0,-0.503325,1.860262,0,-0.503325,1.8569553821345,-9.49375503,-7.6367996478655
"2041",10.2,"m1",1,-0.052905,0,-0.9986,2.056143,0,-0.130187,2.056143,0,-0.130187,2.122336345709,-9.796266,-7.673929654291
"2061",10.3,"m1",1,0.150471,0,-0.988614,1.973297,0,0.280252,1.973297,0,0.280252,1.9862211168565,-9.69830334,-7.7120822231435
"2081",10.4,"m1",1,0.331394,0,-0.943493,1.645123,0,0.56182,1.645123,0,0.56182,1.5110356987645,-9.25566633,-7.7446306312355
"2101",10.5,"m1",1,0.470865,0,-0.882205,1.177866,0,0.618638,1.177866,0,0.618638,0.8850406445,-8.65443105,-7.7693904055
"2121",10.6,"m1",1,0.561031,0,-0.827795,0.67606,0,0.454187,0.67606,0,0.454187,0.3316714772845,-8.12066895,-7.7889974727155
"2141",10.7,"m1",1,0.601739,0,-0.798693,0.190261,0,0.142989,0.190261,0,0.142989,0.028322551121,-7.83517833,-7.806855778879
"2161",10.8,"m1",1,0.594732,0,-0.803924,-0.282888,0,-0.210049,-0.282888,0,-0.210049,0.0620731014725,-7.88649444,-7.8244213385275
"2181",10.9,"m1",1,0.540108,0,-0.841596,-0.763526,0,-0.494924,-0.763526,0,-0.494924,0.413960859226,-8.25605676,-7.842095900774
"2201",11,"m1",1,0.437208,0,-0.89936,-1.242746,0,-0.614826,-1.242746,0,-0.614826,0.961214315396,-8.8227216,-7.861507284604
"2221",11.1,"m1",1,0.289243,0,-0.957256,-1.656414,0,-0.516222,-1.656414,0,-0.516222,1.50509624634,-9.39068136,-7.88558511366
"2241",11.2,"m1",1,0.108231,0,-0.994126,-1.903431,0,-0.225706,-1.903431,0,-0.225706,1.8369963850985,-9.75237606,-7.9153796749015
"2261",11.3,"m1",1,-0.08442,0,-0.99643,-1.906357,0,0.143173,-1.906357,0,0.143173,1.827347759689,-9.7749783,-7.947630540311
"2281",11.4,"m1",1,-0.263644,0,-0.96462,-1.666846,0,0.440166,-1.666846,0,0.440166,1.486060847636,-9.4629222,-7.976861352364
"2301",11.5,"m1",1,-0.40904,0,-0.912517,-1.26284,0,0.555644,-1.26284,0,0.555644,0.951752560168,-8.95179177,-8.000039209832
"2321",11.6,"m1",1,-0.509664,0,-0.860374,-0.792532,0,0.464572,-0.792532,0,0.464572,0.421967057104,-8.44026894,-8.018301882896
"2341",11.7,"m1",1,-0.562792,0,-0.826598,-0.319361,0,0.216538,-0.319361,0,0.216538,0.0744400768825,-8.10892638,-8.0344863031175
"2361",11.8,"m1",1,-0.569268,0,-0.822152,0.142547,0,-0.098884,0.142547,0,-0.098884,0.0150488463325,-8.06531112,-8.0502622736675
"2381",11.9,"m1",1,-0.529648,0,-0.848217,0.604429,0,-0.380427,0.604429,0,-0.380427,0.255029559185,-8.32100877,-8.065979210815
"2401",12,"m1",1,-0.443821,0,-0.896115,1.063444,0,-0.534599,1.063444,0,-0.534599,0.7083546159685,-8.79088815,-8.0825335340315
"2421",12.1,"m1",1,-0.3142,0,-0.949357,1.473665,0,-0.500482,1.473665,0,-0.500482,1.2110853822745,-9.31319217,-8.1021067877255
"2441",12.2,"m1",1,-0.150109,0,-0.988669,1.750961,0,-0.281753,1.750961,0,-0.281753,1.572624588265,-9.69884289,-8.126218301735
"2461",12.3,"m1",1,0.030575,0,-0.999532,1.81735,0,0.039062,1.81735,0,0.039062,1.652143431172,-9.80540892,-8.153265488828
"2481",12.4,"m1",1,0.205081,0,-0.978745,1.653678,0,0.33197,1.653678,0,0.33197,1.422427504292,-9.60148845,-8.179060945708
"2501",12.5,"m1",1,0.352805,0,-0.935697,1.312592,0,0.484452,1.312592,0,0.484452,0.978795749384,-9.17918757,-8.200391820616
"2521",12.6,"m1",1,0.460707,0,-0.887552,0.880461,0,0.451511,0.880461,0,0.451511,0.489536877821,-8.70688512,-8.217348242179
"2541",12.7,"m1",1,0.523767,0,-0.851861,0.426026,0,0.260479,0.426026,0,0.260479,0.1246737310585,-8.35675641,-8.2320826789415
"2561",12.8,"m1",1,0.541598,0,-0.840638,-0.023329,0,-0.015035,-0.023329,0,-0.015035,0.000385146733,-8.24665878,-8.246273633267
"2581",12.9,"m1",1,0.51474,0,-0.857347,-0.469167,0,-0.283434,-0.469167,0,-0.283434,0.1502262531225,-8.41057407,-8.2603478168775
"2601",13,"m1",1,0.443467,0,-0.896291,-0.909831,0,-0.455944,-0.909831,0,-0.455944,0.5178386898485,-8.79261471,-8.2747760201515
"2621",13.1,"m1",1,0.329818,0,-0.944045,-1.311657,0,-0.468524,-1.311657,0,-0.468524,0.9699794121125,-9.26108145,-8.2911020378875
"2641",13.2,"m1",1,0.18127,0,-0.983433,-1.605435,0,-0.30951,-1.605435,0,-0.30951,1.3366089896625,-9.64747773,-8.3108687403375
